user_id,employee_name,login_count,usb_events,email_count,attachment_count,file_access_count,website_count,O,C,E,A,N,after_hours_login
SIJ0661,Sarah Imelda Juarez,8,0.0,14.0,3.0,0.0,0.0,40.0,17.0,14.0,15.0,21.0,2.0
SJC0333,Sloane Jade Cochran,11,0.0,6.0,3.0,0.0,4.0,22.0,39.0,31.0,36.0,29.0,7.0
SJF0094,Shea Jane Franks,8,0.0,20.0,16.0,0.0,6.0,35.0,19.0,16.0,44.0,30.0,4.0
SJO0209,Samson Jeremy Ortega,15,4.0,14.0,11.0,9.0,7.0,39.0,45.0,18.0,39.0,35.0,4.0
SJW0451,Sharon Jemima Whitehead,7,0.0,1.0,0.0,0.0,0.0,43.0,30.0,16.0,50.0,28.0,2.0
SKG0759,Sonia Karly Goodwin,8,0.0,3.0,4.0,0.0,0.0,22.0,15.0,43.0,41.0,26.0,0.0
SLB0049,Summer Leilani Boyer,7,0.0,17.0,11.0,0.0,0.0,14.0,27.0,16.0,22.0,20.0,0.0
SLP0762,Sydnee Leilani Parsons,8,0.0,5.0,0.0,0.0,0.0,26.0,13.0,40.0,18.0,26.0,0.0
SLT0907,Shelby Lila Turner,7,0.0,0.0,0.0,0.0,0.0,16.0,15.0,43.0,27.0,27.0,3.0
SMB0804,Sierra Margaret Barker,7,0.0,9.0,0.0,0.0,0.0,38.0,10.0,19.0,36.0,33.0,0.0
SMH0291,Shaeleigh MacKenzie Harris,16,0.0,3.0,0.0,0.0,20.0,23.0,22.0,10.0,24.0,32.0,2.0
SMW0084,Stephanie Mary Whitehead,8,0.0,10.0,6.0,0.0,0.0,20.0,37.0,39.0,48.0,27.0,2.0
SMY0792,Savannah Marcia Yang,13,20.0,9.0,3.0,23.0,0.0,43.0,37.0,39.0,42.0,25.0,0.0
SNC0187,Stuart Nicolas Cervantes,7,4.0,3.0,2.0,43.0,2.0,40.0,41.0,42.0,30.0,27.0,7.0
SNS0129,Sage Nichole Savage,8,0.0,11.0,7.0,0.0,11.0,26.0,10.0,43.0,35.0,30.0,4.0
SOB0360,Sean Omar Burgess,28,0.0,11.0,0.0,0.0,0.0,42.0,22.0,40.0,16.0,32.0,18.0
SOB0586,Slade Orson Burch,7,0.0,1.0,0.0,0.0,0.0,45.0,35.0,23.0,24.0,30.0,3.0
SOF0808,Steel Orson Fields,7,0.0,10.0,6.0,0.0,0.0,45.0,40.0,38.0,22.0,27.0,3.0
SOG0411,Suki Ori Grant,7,0.0,9.0,8.0,0.0,0.0,26.0,19.0,21.0,24.0,23.0,5.0
SPA0141,Scarlet Pearl Ashley,10,0.0,11.0,11.0,0.0,16.0,43.0,22.0,10.0,21.0,29.0,4.0
SRH0155,Sasha Rina Huffman,14,0.0,11.0,8.0,0.0,12.0,34.0,14.0,37.0,45.0,28.0,8.0
SRS0231,Sandra Roary Solomon,7,0.0,18.0,2.0,0.0,0.0,17.0,44.0,36.0,32.0,26.0,4.0
SSG0250,Steel Solomon Garrison,12,0.0,10.0,5.0,0.0,0.0,35.0,40.0,20.0,36.0,25.0,1.0
SSH0799,Sonya Samantha Hahn,12,0.0,9.0,7.0,0.0,0.0,23.0,18.0,31.0,31.0,40.0,0.0
SSJ0784,Sarah Susan Jarvis,18,0.0,9.0,3.0,0.0,58.0,19.0,39.0,12.0,45.0,34.0,0.0
SSR0278,Simone Scarlet Rose,7,0.0,9.0,0.0,0.0,0.0,34.0,32.0,45.0,15.0,24.0,3.0
SSS0345,Sybill Sage Shaw,7,0.0,3.0,0.0,0.0,6.0,40.0,21.0,38.0,16.0,20.0,7.0
SVL0803,Stephanie Victoria Lyons,7,0.0,9.0,0.0,0.0,0.0,27.0,35.0,20.0,36.0,32.0,0.0
SVL0940,September Vielka Livingston,8,0.0,10.0,2.0,0.0,13.0,15.0,42.0,26.0,15.0,34.0,4.0
SVS0871,Sylvia Velma Sweet,14,0.0,16.0,11.0,0.0,0.0,23.0,15.0,34.0,28.0,33.0,4.0
SXM0895,Sigourney Xandra Maddox,7,0.0,3.0,0.0,0.0,0.0,14.0,18.0,15.0,33.0,25.0,3.0
TAC0300,Timothy Arthur Carroll,7,0.0,1.0,0.0,0.0,0.0,15.0,38.0,18.0,18.0,36.0,2.0
TAP0551,Tara Alma Potts,10,0.0,8.0,8.0,0.0,0.0,25.0,17.0,27.0,20.0,22.0,4.0
TBT0461,Teagan Briar Townsend,7,0.0,2.0,0.0,0.0,0.0,43.0,42.0,13.0,30.0,28.0,4.0
TCD0009,Tasha Casey Dalton,7,0.0,15.0,8.0,0.0,0.0,44.0,28.0,44.0,38.0,23.0,0.0
TDG0962,Tyrone Damian Garner,13,0.0,2.0,0.0,0.0,1.0,42.0,40.0,36.0,26.0,21.0,4.0
TDJ0998,Tobias Dakota Jacobs,10,0.0,9.0,7.0,0.0,0.0,34.0,40.0,10.0,42.0,36.0,3.0
TDS0984,Tara Dai Stevenson,13,10.0,26.0,6.0,87.0,96.0,39.0,39.0,15.0,40.0,38.0,5.0
TEB0251,Theodore Eagan Bass,10,0.0,9.0,10.0,0.0,0.0,44.0,50.0,22.0,13.0,36.0,1.0
TEM0093,Thaddeus Emery Martin,8,0.0,10.0,8.0,0.0,5.0,28.0,24.0,45.0,14.0,30.0,4.0
TEM0977,Tara Echo Myers,7,0.0,11.0,0.0,0.0,0.0,22.0,19.0,40.0,45.0,29.0,4.0
TET0621,Tyler Eden Talley,8,0.0,15.0,17.0,0.0,0.0,30.0,37.0,44.0,32.0,27.0,2.0
THD0448,Tad Harlan Duncan,7,0.0,2.0,0.0,0.0,0.0,41.0,32.0,29.0,38.0,32.0,4.0
THR0873,Teagan Hedy Romero,7,124.0,19.0,20.0,169.0,1.0,37.0,44.0,21.0,40.0,38.0,4.0
TIW0299,Talon Ian Ware,7,0.0,1.0,0.0,0.0,0.0,34.0,19.0,19.0,12.0,31.0,1.0
TJB0302,Teegan Jillian Burris,7,0.0,1.0,0.0,0.0,0.0,42.0,47.0,24.0,40.0,29.0,3.0
TJD0996,Thor Jameson Diaz,7,0.0,9.0,5.0,0.0,0.0,34.0,22.0,42.0,16.0,32.0,3.0
TJG0582,Timon Jacob Gay,7,0.0,1.0,0.0,0.0,0.0,42.0,50.0,18.0,15.0,29.0,3.0
TLH0648,Tarik Linus Hubbard,7,0.0,2.0,0.0,0.0,0.0,32.0,35.0,18.0,24.0,26.0,3.0
TLK0993,Tallulah Liberty Kirby,7,0.0,8.0,0.0,0.0,0.0,41.0,36.0,40.0,35.0,22.0,3.0
TLM0797,Tobias Lucas Morin,7,0.0,15.0,18.0,0.0,0.0,43.0,42.0,34.0,23.0,36.0,0.0
TMA0069,Tobias Martin Ashley,7,0.0,9.0,2.0,0.0,0.0,33.0,38.0,42.0,14.0,33.0,4.0
TNM0961,Troy Nicolas Molina,10,30.0,1.0,0.0,8.0,1.0,37.0,50.0,39.0,17.0,32.0,4.0
TOR0193,Tarik Odysseus Rivera,11,0.0,10.0,11.0,0.0,0.0,30.0,40.0,25.0,45.0,30.0,3.0
TPH0474,Tad Patrick Hardin,7,0.0,2.0,0.0,0.0,0.0,44.0,39.0,14.0,21.0,35.0,4.0
TQS0212,Tasha Quail Sanchez,8,0.0,18.0,8.0,0.0,0.0,14.0,42.0,45.0,20.0,27.0,4.0
TRK0914,Teagan Raven Kennedy,7,0.0,10.0,3.0,0.0,0.0,40.0,19.0,14.0,33.0,30.0,3.0
TSB0437,Tamara Shaeleigh Best,8,0.0,3.0,0.0,0.0,0.0,26.0,23.0,16.0,30.0,26.0,3.0
TSG0906,Thomas Shad Guthrie,10,0.0,3.0,3.0,0.0,0.0,41.0,21.0,40.0,28.0,28.0,3.0
TSM0363,TaShya Savannah Mcgowan,34,0.0,17.0,9.0,0.0,0.0,34.0,19.0,20.0,39.0,33.0,22.0
TSM0927,Tana Sonya Moody,7,0.0,9.0,4.0,0.0,0.0,33.0,21.0,10.0,37.0,26.0,3.0
TSR0676,Todd Scott Roth,11,36.0,9.0,7.0,6.0,0.0,43.0,40.0,26.0,19.0,33.0,2.0
TTD1000,Tiger Tucker Dawson,7,0.0,15.0,9.0,0.0,0.0,34.0,34.0,24.0,40.0,29.0,3.0
TUC0632,Troy Uriah Conway,7,0.0,3.0,0.0,0.0,0.0,38.0,44.0,10.0,13.0,31.0,3.0
TVS0006,Thomas Vladimir Stokes,13,0.0,27.0,17.0,0.0,0.0,43.0,43.0,37.0,20.0,41.0,0.0
TVS0050,Todd Vance Spears,20,0.0,26.0,16.0,0.0,22.0,40.0,38.0,18.0,30.0,29.0,11.0
TYB0779,TaShya Yoko Bailey,11,0.0,3.0,2.0,0.0,0.0,24.0,20.0,35.0,36.0,34.0,0.0
UAD0771,Uriel Axel Diaz,10,33.0,3.0,2.0,30.0,0.0,46.0,34.0,15.0,30.0,31.0,0.0
UBF0645,Ursa Britanney Frederick,7,0.0,3.0,0.0,0.0,0.0,34.0,20.0,34.0,23.0,31.0,3.0
UCH0519,Ulric Colt Holt,8,0.0,3.0,0.0,0.0,0.0,33.0,40.0,20.0,47.0,28.0,0.0
UCS0227,Uriel Charles Solomon,7,0.0,9.0,0.0,0.0,1.0,22.0,32.0,41.0,35.0,34.0,5.0
UFK0208,Ulric Ferdinand Knapp,13,0.0,11.0,9.0,0.0,2.0,18.0,34.0,22.0,23.0,30.0,4.0
UIR0043,Ursula Idona Richard,26,0.0,15.0,6.0,0.0,12.0,19.0,37.0,23.0,38.0,32.0,20.0
UJC0737,Urielle Jane Carter,8,0.0,14.0,22.0,0.0,2.0,16.0,12.0,12.0,38.0,25.0,1.0
USH0199,Upton Sebastian Holt,8,10.0,10.0,6.0,7.0,10.0,44.0,39.0,46.0,36.0,25.0,4.0
VAA0087,Vincent Avram Aguirre,13,0.0,15.0,12.0,0.0,2.0,36.0,44.0,42.0,18.0,23.0,4.0
VCC0396,Vincent Craig Cunningham,14,26.0,9.0,7.0,32.0,0.0,21.0,45.0,16.0,37.0,23.0,7.0
VCY0751,Vincent Calvin Young,11,0.0,18.0,22.0,0.0,0.0,37.0,24.0,39.0,19.0,25.0,2.0
VEB0935,Valentine Elton Britt,8,0.0,6.0,0.0,0.0,8.0,46.0,37.0,39.0,20.0,32.0,4.0
VFM0814,Vernon Finn Mcgee,12,14.0,11.0,3.0,1.0,0.0,46.0,45.0,44.0,19.0,28.0,3.0
VIA0063,Vance Ira Alston,7,130.0,15.0,3.0,173.0,1.0,40.0,34.0,19.0,50.0,33.0,4.0
VLB0647,Valentine Lucian Benjamin,7,0.0,3.0,2.0,0.0,0.0,48.0,40.0,42.0,47.0,24.0,3.0
VMJ0147,Vera Mollie Jenkins,7,0.0,15.0,10.0,0.0,0.0,23.0,28.0,37.0,22.0,24.0,3.0
VMJ0546,Veda Martina Jacobson,10,32.0,14.0,12.0,59.0,0.0,20.0,37.0,29.0,39.0,26.0,2.0
VSA0230,Vivian Sarah Arnold,9,10.0,6.0,3.0,19.0,0.0,47.0,15.0,25.0,14.0,29.0,5.0
VSS0154,Vernon Samuel Sawyer,7,26.0,11.0,7.0,12.0,0.0,43.0,49.0,10.0,40.0,30.0,3.0
VTT0385,Vladimir Thomas Todd,10,121.0,11.0,3.0,3.0,0.0,14.0,26.0,17.0,36.0,28.0,2.0
WAB0143,William Aladdin Bennett,7,0.0,9.0,0.0,0.0,6.0,43.0,43.0,24.0,22.0,33.0,4.0
WAS0254,William Aristotle Sampson,10,0.0,18.0,10.0,0.0,2.0,43.0,37.0,16.0,18.0,35.0,4.0
WBC0192,Whoopi Britanney Camacho,10,8.0,22.0,12.0,1.0,6.0,47.0,36.0,39.0,39.0,27.0,4.0
WBC0315,William Beau Callahan,8,0.0,26.0,12.0,0.0,10.0,40.0,37.0,40.0,45.0,24.0,4.0
WDD0366,Wesley Dustin Dickerson,27,0.0,10.0,3.0,0.0,0.0,43.0,42.0,17.0,19.0,28.0,12.0
WDO0870,William Damian Oconnor,7,0.0,10.0,0.0,0.0,2.0,23.0,21.0,14.0,13.0,25.0,4.0
WDV0573,Wang Dean Vasquez,7,0.0,1.0,0.0,0.0,0.0,48.0,36.0,13.0,31.0,33.0,3.0
WGR0833,William Graham Rowe,7,0.0,1.0,0.0,0.0,0.0,38.0,46.0,24.0,38.0,42.0,3.0
WGS0516,Willa Giselle Stanton,8,0.0,3.0,0.0,0.0,0.0,11.0,20.0,39.0,20.0,29.0,0.0
WIF0691,Wade Ira Frazier,9,114.0,9.0,0.0,179.0,0.0,33.0,39.0,37.0,30.0,24.0,3.0
WIQ0567,Willow Iliana Quinn,13,15.0,18.0,21.0,33.0,95.0,25.0,41.0,10.0,47.0,39.0,2.0
WJD0576,Willow Jaime Daniel,7,0.0,1.0,0.0,0.0,0.0,40.0,20.0,23.0,38.0,26.0,3.0
WKD0013,Wesley Kasper Duffy,9,0.0,18.0,3.0,0.0,0.0,42.0,36.0,40.0,27.0,34.0,5.0
WKF0012,Walter Kaseem Foley,7,0.0,25.0,14.0,0.0,0.0,37.0,44.0,20.0,45.0,23.0,4.0
WLV0566,Whilemina Liberty Velez,7,0.0,11.0,4.0,0.0,0.0,10.0,19.0,38.0,24.0,39.0,1.0
WNB0908,Wing Noah Bonner,9,0.0,3.0,3.0,0.0,0.0,38.0,38.0,38.0,22.0,23.0,3.0
WPE0538,Whilemina Pandora England,7,0.0,3.0,4.0,0.0,0.0,21.0,16.0,23.0,22.0,35.0,3.0
WPR0368,William Price Robles,38,0.0,33.0,11.0,0.0,114.0,48.0,34.0,40.0,17.0,31.0,21.0
WRM0963,Wynter Rose Mercer,12,0.0,2.0,3.0,0.0,2.0,17.0,23.0,43.0,31.0,22.0,4.0
WSR0241,Wanda Samantha Rogers,11,0.0,10.0,9.0,0.0,0.0,35.0,27.0,15.0,25.0,29.0,2.0
WTF0387,William Trevor Fuentes,8,0.0,9.0,3.0,0.0,0.0,40.0,23.0,40.0,25.0,24.0,1.0
WTR0563,William Theodore Reeves,7,0.0,9.0,0.0,0.0,0.0,47.0,45.0,46.0,15.0,31.0,2.0
WVB0539,Winter Veda Burks,8,0.0,19.0,2.0,0.0,0.0,43.0,16.0,18.0,42.0,31.0,2.0
WXH0872,Wynne Xyla Hartman,9,28.0,18.0,10.0,12.0,6.0,17.0,20.0,19.0,21.0,25.0,4.0
XAA0104,Xander Aaron Acevedo,11,2.0,10.0,9.0,0.0,9.0,41.0,40.0,14.0,38.0,42.0,4.0
XBN0229,Xandra Briar Nielsen,7,0.0,9.0,4.0,0.0,1.0,34.0,16.0,17.0,40.0,29.0,5.0
XHG0902,Xenos Hayden Gallegos,7,0.0,3.0,2.0,0.0,0.0,44.0,35.0,23.0,47.0,14.0,3.0
XHW0498,Xerxes Howard Wilcox,7,34.0,16.0,11.0,8.0,0.0,37.0,47.0,48.0,23.0,35.0,0.0
XLB0710,Xanthus Louis Buck,8,0.0,1.0,0.0,0.0,1.0,46.0,38.0,39.0,36.0,20.0,4.0
XRS0633,Xenos Rudyard Small,10,0.0,3.0,3.0,0.0,0.0,34.0,39.0,39.0,40.0,23.0,3.0
XWD0923,Xander Walter Doyle,9,28.0,10.0,11.0,166.0,0.0,16.0,38.0,45.0,20.0,31.0,3.0
YCE0983,Yardley Cairo Elliott,7,0.0,8.0,13.0,0.0,4.0,39.0,21.0,42.0,30.0,36.0,4.0
YDN0198,Yasir Dexter Nelson,10,0.0,11.0,5.0,0.0,6.0,45.0,50.0,41.0,11.0,24.0,4.0
YEV0793,Yardley Ezra Vang,7,0.0,9.0,3.0,0.0,0.0,40.0,37.0,42.0,15.0,22.0,0.0
YIC0195,Yolanda Idona Crosby,19,0.0,37.0,29.0,0.0,228.0,18.0,49.0,19.0,40.0,31.0,5.0
YJF0532,Yoshio Joseph Farmer,14,0.0,3.0,0.0,0.0,0.0,40.0,35.0,23.0,47.0,26.0,0.0
YJV0699,Yvette Jeanette Vang,8,0.0,1.0,0.0,0.0,1.0,17.0,25.0,30.0,13.0,31.0,4.0
YWW0660,Yasir Wade Wilcox,7,0.0,3.0,0.0,0.0,0.0,39.0,35.0,37.0,10.0,36.0,3.0
ZCF0590,Zane Cadman Fields,7,0.0,1.0,0.0,0.0,0.0,42.0,42.0,42.0,25.0,31.0,3.0
ZDW0859,Zeph Dakota Wilkerson,9,0.0,16.0,8.0,0.0,3.0,39.0,45.0,26.0,41.0,32.0,4.0
ZFM0468,Zenia Freya Macias,7,0.0,1.0,0.0,0.0,0.0,35.0,16.0,20.0,45.0,30.0,4.0
ZJE0857,Zenaida Justine England,7,0.0,15.0,3.0,0.0,16.0,35.0,34.0,36.0,38.0,31.0,4.0
ZJS0269,Zorita Jaime Spears,7,0.0,14.0,0.0,0.0,10.0,30.0,34.0,16.0,35.0,27.0,4.0
ZKS0899,Zenia Kiona Stevenson,7,130.0,3.0,1.0,168.0,0.0,47.0,20.0,42.0,43.0,30.0,3.0
ZMC0284,Zachary Myles Cardenas,7,0.0,9.0,8.0,0.0,0.0,42.0,33.0,41.0,30.0,31.0,3.0
ZSB0649,Zia Shelley Blankenship,7,0.0,3.0,2.0,0.0,0.0,23.0,25.0,36.0,14.0,26.0,3.0
ZSK0258,Zachery Samson Kerr,8,0.0,12.0,3.0,0.0,7.0,38.0,35.0,21.0,37.0,25.0,4.0
ZSL0305,Zena Sigourney Langley,7,0.0,1.0,0.0,0.0,0.0,21.0,26.0,18.0,41.0,32.0,1.0
